p1,c1,d1,p2,c2,d2,p0,a,d0,s,r,f,x1,x2,x3,x4
0.055,3.2426,4.6105,0.1075,32.3702,9.838,0.0573,7.9041,2.8032,39.1657,48.0934,39.3949,0,0,1,0
0.1485,10.8866,9.4093,0.0871,5.8377,2.9504,0.2118,3.6888,3.0655,51.7916,40.7711,39.7183,0,0,1,0
0.2608,11.1703,9.5513,0.1758,8.4892,2.6916,0.1353,7.9594,6.966,69.713,24.8414,20.398,1,1,0,0
0.1528,5.6098,3.3337,0.3205,20.9244,5.1872,0.1633,10.1697,6.5697,37.5189,4.2569,20.4212,1,1,0,1
0.0491,3.0502,7.9479,0.1832,11.9942,7.1261,0.0285,8.739,0.7962,91.0342,6.0239,17.0297,0,0,1,0
0.0793,14.2069,5.9022,0.1688,29.2132,5.8601,0.0802,9.6362,7.4178,36.5944,2.5453,33.7506,0,0,0,1
0.2923,1.7246,4.1598,0.3212,9.1107,4.7856,0.2031,14.4669,5.7096,84.4288,20.2072,23.5316,1,1,0,0
0.2934,4.2592,2.1755,0.1098,31.2827,3.4675,0.0283,4.2042,2.5452,92.9475,11.122,10.6519,1,0,0,1
0.0405,6.0288,9.7256,0.2465,33.0311,8.155,0.0426,11.7602,5.7026,31.2504,14.5522,33.75,0,0,0,1
0.3039,10.3968,1.5938,0.2459,21.2691,9.5636,0.0725,7.6624,1.6157,74.6307,25.5652,23.3865,1,0,1,1
0.1852,12.9421,0.6285,0.297,18.6837,7.2715,0.0923,5.1757,6.66,42.2658,4.0816,3.8305,0,0,0,1
0.1676,11.3297,0.6259,0.1574,34.0369,4.1963,0.0855,11.1001,4.7566,112.5047,48.3815,2.4224,1,0,1,1
0.2703,3.3698,5.2435,0.0713,28.9836,9.3426,0.1253,5.6363,3.9654,30.4167,47.8081,37.2054,1,0,1,0
0.1671,8.5486,1.7737,0.1539,31.3291,5.1622,0.1933,11.5482,6.914,76.2977,3.273,39.3685,1,0,0,1
0.2539,7.3209,8.3062,0.3142,38.1507,1.1257,0.1681,9.9326,5.2619,58.3045,44.6603,8.262,0,0,1,1
0.0706,4.2126,9.8427,0.2713,18.7756,7.7408,0.0709,10.1326,1.6829,84.6191,8.7111,3.2512,0,0,1,1
0.0273,10.6229,0.9883,0.1127,35.8654,8.5252,0.2841,9.2771,7.7261,106.267,28.5103,26.8819,0,0,1,1
0.2698,3.9215,8.799,0.113,29.1463,8.8236,0.1166,4.7597,1.9015,53.3071,28.1259,1.7661,0,0,1,1
0.2268,2.474,6.5412,0.2698,32.403,0.9132,0.3485,3.1669,5.0409,108.8364,20.3935,23.8172,1,1,1,1
0.1481,9.7902,9.4809,0.19,5.2286,9.2438,0.258,3.5766,6.1546,61.951,37.7516,41.5821,0,0,1,0
0.2837,10.671,5.2595,0.1587,36.1874,3.5515,0.0309,14.4276,2.8168,41.4505,46.7885,7.6839,0,0,1,1
0.276,1.9824,4.026,0.2114,23.1613,1.9326,0.1651,11.1811,1.8267,84.1399,33.3757,25.436,1,1,1,0
0.235,14.0182,4.2922,0.191,25.697,3.5136,0.3221,5.175,2.7105,52.8846,48.9162,3.6573,0,0,1,1
0.0781,6.431,8.9872,0.2282,28.7619,9.8704,0.337,3.8483,7.3164,39.0673,27.7718,15.2136,0,0,1,1
0.1086,1.0499,5.7026,0.1282,21.0112,8.4691,0.1606,4.8162,5.4629,92.1013,28.5181,13.3043,0,0,1,1
0.1495,11.0599,4.5036,0.1285,8.6334,4.645,0.0458,10.3705,7.8361,93.9237,30.923,2.0584,0,0,1,1
0.3333,8.1129,2.8499,0.0802,9.3611,4.0434,0.1441,6.038,4.4096,74.8331,20.2854,35.5893,1,0,0,0
0.2425,9.5765,8.0029,0.0598,37.647,2.8266,0.2751,13.1054,6.1754,104.1352,6.1035,9.0212,0,0,0,1
0.1449,9.5792,4.2767,0.3475,6.7461,2.3217,0.0658,14.211,3.9488,78.5038,42.5027,35.3785,1,1,0,0
0.3138,10.3061,8.7536,0.0758,32.5545,3.4931,0.1759,6.7049,7.9108,88.3573,5.3273,42.7246,1,0,0,1
0.0525,11.282,2.7389,0.1148,11.1599,5.379,0.3432,8.4386,7.8953,99.6859,30.8119,30.4228,0,0,1,0
0.0517,11.6178,6.6501,0.2429,27.7102,8.1661,0.1304,10.8262,3.7409,33.6631,33.9287,18.4419,0,0,1,1
0.0746,12.3963,7.8492,0.1112,12.6865,1.0735,0.16,11.6418,4.392,42.0962,24.1265,31.3426,0,1,1,0
0.2266,8.5658,7.6938,0.1387,36.7263,3.6116,0.0686,3.1126,1.9938,118.2087,28.8939,43.9315,1,0,1,1
0.3139,4.1674,6.7522,0.1943,33.1691,3.9891,0.2987,5.9199,1.6903,112.4248,36.4053,20.3038,1,0,1,1
0.047,10.2603,6.386,0.1601,37.8474,3.4249,0.0369,12.9464,4.1417,108.507,2.0889,41.143,0,0,0,1
0.1492,8.5847,5.1442,0.2659,15.9818,5.6637,0.2414,3.428,6.3635,102.5344,40.6807,27.6019,0,0,1,0
0.1816,4.2413,1.1608,0.1268,8.2816,5.672,0.2985,14.3351,2.1874,111.1106,8.9317,22.0627,1,0,1,0
0.3067,14.4815,5.3333,0.275,25.7715,4.0688,0.0481,9.6977,5.3526,94.6935,33.163,40.1177,1,1,0,1
0.2028,3.1583,6.338,0.2888,7.0383,0.3618,0.0275,9.4272,1.5103,90.5058,35.8798,8.1522,0,1,1,1
0.2787,12.2935,3.894,0.0416,37.7414,2.0799,0.0666,10.4089,7.8373,115.6132,3.1645,24.1491,1,0,0,1
0.0513,7.949,2.5675,0.0316,25.4156,1.822,0.0265,7.9467,5.1918,38.398,47.1696,30.7893,1,1,0,1
0.0304,6.9183,6.8042,0.2478,36.6245,2.4102,0.0783,11.6201,0.5682,118.2333,21.119,10.5119,0,0,1,1
0.2661,4.8063,2.8667,0.0701,6.4039,7.6728,0.3355,13.9038,6.8324,119.0403,8.1274,15.6378,1,0,0,0
0.3091,3.6385,4.7096,0.2173,20.8125,4.1237,0.2934,14.4419,0.619,85.8318,27.0978,19.8979,1,1,1,1
0.0731,9.965,4.1612,0.038,17.5096,4.9032,0.2168,9.8874,3.6186,88.647,34.6016,28.8749,0,0,1,0
0.1505,2.2557,1.3409,0.3437,26.5679,0.5255,0.2409,7.0779,0.8208,34.4171,21.2546,23.5327,1,1,1,1
0.3344,2.7327,7.4483,0.033,18.4457,8.0943,0.3154,7.7176,7.3145,90.504,15.0085,8.8322,1,0,0,1
0.2491,13.3204,6.7411,0.3436,37.9,7.0661,0.1328,4.3865,6.8082,42.6073,4.814,12.1606,0,0,0,1
0.3396,7.5396,0.3468,0.2113,6.8108,1.1253,0.1965,8.6997,0.6883,63.9196,27.2839,7.7804,1,1,1,1
0.342,4.4825,1.3695,0.2783,19.1734,6.2836,0.3218,4.7829,2.4006,64.4335,33.1566,2.8458,1,0,1,1
0.1178,11.6141,4.9063,0.1543,17.211,0.9741,0.0575,8.307,4.6942,44.212,44.2259,19.8754,1,1,0,1
0.2834,6.518,9.8861,0.1243,5.5428,1.6907,0.1302,12.9496,4.1963,93.5473,40.0362,3.1757,0,1,1,1
0.2269,5.2074,4.5501,0.2099,20.5414,1.2914,0.2515,14.382,5.7768,40.052,17.505,40.4978,1,1,0,0
0.2241,8.607,5.0307,0.0902,19.728,6.0691,0.1924,10.389,5.4619,55.2572,35.2879,10.1815,0,0,1,1
0.091,14.1081,1.7373,0.1452,11.8669,4.3571,0.1123,7.11,6.6903,65.706,16.3316,42.1765,1,1,0,0
0.0883,9.2336,1.556,0.2731,18.0045,6.4478,0.0877,9.7791,6.983,110.241,2.8821,5.7482,0,0,0,1
0.0925,10.8987,1.0558,0.0503,13.0342,2.1067,0.2762,7.7617,4.8298,100.0735,10.0002,18.7519,1,0,0,1
0.1009,6.3228,1.02,0.2351,19.9962,2.4734,0.1973,10.1357,2.7742,114.6769,18.0027,44.8181,1,1,1,0
0.2573,8.1317,8.4166,0.028,20.7107,4.6755,0.2943,12.3807,1.797,114.2195,44.8683,18.9996,0,0,1,1
0.3484,7.3202,8.2984,0.2684,30.4314,5.4734,0.3039,5.2328,1.1169,50.189,20.5462,5.0553,0,0,1,1
0.3096,8.547,3.0142,0.3389,33.1527,4.7814,0.2899,5.7944,6.184,115.457,47.5579,4.0195,0,0,1,1
0.2193,10.9562,1.3327,0.2054,10.9034,8.8525,0.3174,5.2515,5.8984,92.3565,11.1605,35.6312,1,0,0,0
0.3463,6.1508,1.2138,0.3491,30.7698,6.4349,0.254,3.9339,5.5233,46.1158,7.0491,22.9687,1,0,0,1
0.1537,1.5344,3.8756,0.2452,31.8717,4.9292,0.0555,9.8545,1.8663,85.3081,32.7062,28.6401,1,0,1,1
0.1669,6.4186,5.6327,0.2619,6.075,3.8614,0.2216,9.0786,4.2805,78.2037,7.297,5.812,0,1,0,1
0.2161,2.8223,5.3929,0.3106,12.4905,3.643,0.0701,7.0607,6.851,63.3063,3.9054,42.7555,1,1,0,0
0.2366,1.397,8.5814,0.1792,36.5996,6.189,0.2689,11.62,2.3129,94.579,12.1043,5.2926,0,0,1,1
0.2649,14.2594,2.7283,0.0468,33.251,8.2299,0.3468,9.0172,1.4431,63.4558,31.9065,26.5832,1,0,1,1
0.3179,5.7792,5.9433,0.1027,13.577,7.8005,0.2533,4.769,1.9997,38.6577,24.1924,12.346,0,0,1,1
0.2408,10.1224,3.9487,0.1597,29.2508,6.9798,0.2505,12.1037,6.6629,37.8164,6.0551,37.5498,1,0,0,1
0.3405,2.746,1.364,0.2331,23.0498,8.7628,0.2884,10.6927,3.2942,77.73,5.4065,44.3034,1,0,0,0
0.0929,13.4377,1.9859,0.0294,31.6702,4.5392,0.0914,6.4412,7.0433,101.9056,47.7678,13.5403,1,0,0,1
0.2738,4.1803,6.8396,0.1721,33.2453,5.7931,0.2873,10.0681,7.0837,77.5439,11.1624,39.5333,1,1,0,0
0.2809,6.5864,6.4599,0.1252,11.9543,8.2068,0.2937,7.6664,6.128,110.7734,10.0016,13.3001,1,0,0,1
0.1713,1.127,4.9992,0.0862,32.0648,0.9054,0.171,7.4515,3.2287,106.5857,22.1656,29.0652,1,1,1,1
0.1052,12.4441,5.3152,0.2949,11.0686,5.6866,0.2259,13.3717,1.3212,64.1545,42.694,40.8476,0,1,1,0
0.0505,1.9458,4.5136,0.0397,37.6067,4.9683,0.3318,12.4723,5.3262,114.6761,16.9806,21.6079,0,0,1,1
0.3499,1.0589,6.5045,0.0962,15.2652,8.4945,0.0449,2.8627,1.6499,30.6228,33.1395,18.4412,1,0,1,0
0.0285,10.2035,2.2919,0.2544,24.0594,5.9604,0.1445,12.375,5.6791,40.0031,28.9041,31.0816,0,1,0,1
0.181,7.2281,1.0347,0.0766,13.5342,9.8222,0.0617,7.8855,2.0153,34.4823,23.182,9.3575,1,0,1,1
0.083,7.4649,5.1538,0.0585,30.5231,3.5406,0.0843,11.8413,5.0508,42.8453,13.1715,39.3104,0,0,0,0
0.1398,7.9912,9.4752,0.2869,28.8077,5.3499,0.1157,12.1076,0.704,38.2325,25.0038,28.404,0,0,1,1
0.1126,7.2603,1.9247,0.1103,9.4518,5.9794,0.2622,11.4891,6.1152,84.8265,29.3194,11.0479,1,0,1,1
0.2927,14.6771,3.2572,0.1149,9.6276,2.6668,0.2643,6.1993,2.0886,83.2802,17.6953,24.8992,1,1,1,0
0.147,8.591,2.2597,0.1693,15.4498,7.4807,0.077,2.4362,2.9997,104.6664,17.3226,16.826,0,0,1,1
0.1047,4.61,7.4078,0.1515,27.3064,9.482,0.2779,8.9902,7.2934,73.8129,36.652,20.4983,0,0,1,1
0.1678,12.8075,6.9582,0.071,31.3042,0.3089,0.0958,12.8253,1.9238,56.8792,35.2383,16.1104,0,0,1,1
0.1343,3.8632,3.7178,0.1877,33.0722,6.604,0.2119,14.5314,7.0792,46.2814,4.1688,26.5498,1,0,0,1
0.0876,3.7337,3.3987,0.2172,30.6733,7.7833,0.2511,13.5551,4.7252,101.3289,9.5024,18.8146,0,0,0,1
0.2818,4.9791,5.811,0.1873,24.0854,7.6689,0.0609,9.2571,0.5545,110.3285,31.0806,14.0682,0,0,1,1
0.0567,5.2189,7.5398,0.1609,9.6072,6.2953,0.2881,12.9784,6.7379,32.5307,38.6247,40.6379,0,0,1,0
0.0289,14.4089,9.1955,0.2563,9.0593,1.0977,0.0979,13.2326,4.3872,83.1046,25.3139,42.6543,0,1,0,0
0.1829,7.5548,0.4847,0.2631,12.6197,2.9413,0.197,11.0024,7.8038,46.7896,14.3583,24.297,1,1,0,0
0.3135,7.7885,7.6717,0.3482,37.7509,0.8284,0.131,7.8484,4.5844,98.841,46.9694,42.8897,1,1,1,1
0.202,13.2382,4.979,0.3301,22.3353,6.6441,0.1595,9.164,4.4886,100.1615,18.6313,25.0974,1,1,0,1
0.3028,12.7413,9.6758,0.144,18.9072,7.5259,0.1674,2.2311,7.128,40.5049,42.5815,21.0059,0,0,1,1
0.2201,12.2547,4.7646,0.2317,12.0732,2.887,0.2984,5.6544,7.9388,104.0606,8.2638,25.3265,1,1,0,0
0.0551,6.5215,9.821,0.3227,27.9326,2.0062,0.1562,2.497,0.7767,66.6699,32.4418,22.6709,0,0,1,1
0.1757,14.0732,2.7298,0.2847,29.8128,6.643,0.1944,12.0468,5.0458,62.5936,14.4377,4.9236,0,0,1,1
0.2611,3.3488,7.8763,0.3196,5.2649,1.1093,0.2263,13.4656,6.5402,99.4747,9.9176,6.6413,1,1,0,1
0.287,10.0251,0.4038,0.1053,6.8989,2.7191,0.2903,9.1724,4.2087,42.098,34.3215,17.1453,1,1,1,0
0.0439,10.4731,5.4444,0.2476,14.3225,7.3685,0.0867,7.5132,6.5989,93.705,4.172,37.6233,0,0,0,0
0.1433,11.5769,8.5988,0.2168,19.2068,2.3079,0.2831,9.9189,1.1808,74.3878,2.5446,16.0575,0,0,1,1
0.0205,5.3846,1.8092,0.0368,21.1365,9.6371,0.2972,4.0107,2.6493,31.203,24.8641,27.7197,0,0,1,0
0.1673,14.5994,2.6288,0.2518,18.2145,9.5704,0.0445,13.2051,1.3326,56.6709,49.9599,7.8271,0,0,1,1
0.1864,8.854,6.8858,0.0822,9.3442,9.1951,0.2583,8.772,6.729,72.0849,39.4521,32.0694,0,0,1,0
0.0213,2.9471,4.6594,0.1176,5.5729,5.1824,0.2238,8.515,0.7119,78.8286,2.9666,5.8259,0,0,1,1
0.1647,12.0808,8.3534,0.1287,27.5008,8.9893,0.1812,13.2427,4.798,67.0199,4.2598,34.2055,0,0,0,1
0.3009,7.1968,5.5173,0.1702,12.5293,4.7805,0.0235,8.6317,7.5879,74.7213,47.0093,32.1459,1,1,0,0
0.2988,14.6711,3.0531,0.0636,38.0859,1.3804,0.1646,8.5219,3.0934,39.3616,17.7857,2.249,0,0,1,1
0.2739,8.9627,7.7122,0.1115,11.1534,3.9376,0.0934,13.1518,6.5175,71.3233,19.2621,1.9489,0,0,1,1
0.0398,9.9344,9.3212,0.1267,16.9064,6.1976,0.1391,5.9138,6.9243,63.4578,15.801,38.1222,0,0,0,0
0.1735,7.6191,1.6197,0.224,34.6919,7.5552,0.316,12.0101,0.9764,53.3227,21.2722,20.5724,1,0,1,1
0.0689,12.887,3.741,0.1922,20.0871,7.5229,0.0607,6.3787,6.3532,87.865,47.4425,15.6768,0,0,1,1
0.1882,2.7712,0.9694,0.0878,12.603,7.8809,0.0577,13.6624,6.3641,70.6358,23.4434,39.8609,1,0,0,0
0.1669,1.4701,9.275,0.0986,9.4979,2.796,0.3162,4.5293,6.6449,76.3734,24.2805,31.3059,0,0,1,0
0.2507,13.2259,2.7075,0.2402,26.8791,7.5322,0.345,10.6659,7.5901,92.6335,38.3042,35.2843,1,1,1,1
0.2507,11.7304,7.5353,0.2326,11.3485,8.7498,0.1097,2.6663,2.5293,79.8945,16.0447,23.1643,0,0,1,0
0.0447,14.1972,6.2817,0.3407,15.5308,5.4891,0.0507,7.9624,6.1432,81.9532,3.558,15.4519,0,0,0,1
0.1885,12.3954,5.7952,0.0492,21.93,6.5579,0.0469,10.1564,6.5266,52.3076,38.0881,28.4588,1,0,0,1
0.1376,7.4881,9.7841,0.1511,23.1017,4.1627,0.07,5.0058,2.4629,69.5769,21.8553,15.345,0,0,1,1
0.1395,7.9791,0.9651,0.2934,23.1388,7.788,0.0661,14.9248,7.7641,104.0176,36.6461,13.0816,1,1,0,1
0.1496,6.3893,1.1056,0.21,13.646,9.0178,0.3466,8.1553,4.1238,79.8729,22.6999,1.0464,0,0,1,1
0.0417,10.105,4.6984,0.0552,13.9791,3.0896,0.1772,5.2063,3.2551,39.2803,20.4851,16.4738,0,0,1,1
0.3462,9.0462,0.8335,0.2894,10.3157,6.4902,0.0861,6.5292,5.6777,57.8096,25.5178,5.2961,1,0,1,1
0.2129,6.5437,6.9444,0.3379,27.7582,6.3179,0.1478,8.0947,0.6205,96.6954,20.0234,34.3125,1,1,1,0
0.0439,2.8417,5.5888,0.1051,6.4867,2.66,0.1734,10.0078,4.306,73.0428,6.1423,25.5274,0,0,0,0
0.1475,12.5285,5.5878,0.148,11.2219,2.6787,0.1608,2.5426,6.6021,32.285,35.7702,6.641,0,0,1,1
0.2998,8.8902,7.6509,0.21,27.2649,9.2386,0.2183,2.2498,1.6929,118.0672,8.2632,12.1004,0,0,1,1
0.2419,8.0033,2.2383,0.2245,26.4072,1.2878,0.2678,7.4406,6.9156,53.6412,37.4808,38.2638,1,1,1,0
0.1902,10.6666,8.387,0.2654,23.9276,8.701,0.2961,11.2694,1.5763,104.5832,7.6318,23.1592,0,0,1,1
0.2482,7.3513,5.3961,0.3216,18.5953,4.3099,0.3475,5.3852,5.9574,55.9606,13.8083,5.1486,0,0,1,1
0.3452,1.3783,6.188,0.1725,13.2534,7.8421,0.3268,11.8016,4.5869,44.1662,19.6677,32.3857,1,0,1,0
0.3464,9.8923,6.0278,0.1548,27.3763,7.0662,0.0606,2.2418,1.9316,42.3612,5.6346,44.0721,1,0,0,0
0.3002,12.6327,4.792,0.1416,19.4682,4.4775,0.3013,4.5931,3.5643,76.1908,43.0399,26.6792,1,0,1,1
0.2471,3.1217,4.9072,0.0765,37.755,2.9597,0.3041,8.0127,6.4141,61.603,36.1969,11.581,1,0,1,1
0.1621,13.9377,5.8022,0.3402,7.4312,0.3552,0.3321,2.737,7.3876,90.9405,20.0016,15.3576,0,1,1,1
0.2565,11.1942,3.6529,0.0495,16.9609,1.7676,0.0806,14.5936,0.6879,54.1369,2.9744,36.2352,1,1,0,0
0.2386,4.1046,0.8298,0.1795,33.5098,3.1361,0.1296,9.6871,1.9492,113.1752,23.1879,8.9227,1,0,1,1
0.0259,12.6592,8.395,0.0343,13.9339,1.0591,0.2923,4.6093,7.2116,70.6364,46.8506,30.9693,0,0,1,0
0.2669,8.2669,0.4747,0.0328,10.221,3.3049,0.2197,7.5096,7.2091,38.3799,36.3665,7.3811,1,0,1,1
0.0747,7.4541,9.9274,0.1155,28.3863,4.2856,0.2078,9.7332,5.9786,75.213,10.0273,32.287,0,0,0,1
0.324,11.2289,0.5376,0.3123,30.1074,5.63,0.094,4.6406,6.2282,96.2676,12.9356,18.5623,1,0,0,1
0.1078,1.3282,4.0064,0.0342,34.8872,5.7178,0.0427,14.7389,5.9901,84.1526,20.243,1.6918,0,0,0,1
0.0452,3.6662,0.9907,0.3381,39.9509,1.6064,0.2994,13.5044,7.7275,57.8055,26.8846,27.1704,1,1,1,1
0.16,6.3141,4.7418,0.3429,23.7214,8.0878,0.2481,5.1305,5.3685,97.9529,18.9786,42.6752,1,1,0,0
0.0727,3.3031,1.626,0.3397,26.4052,7.9562,0.25,9.3421,2.616,80.5299,26.583,32.7796,1,0,1,0
0.081,10.0766,2.7131,0.2036,39.4163,4.5917,0.1689,10.5191,3.5577,110.8259,39.6653,39.4211,1,0,1,1
0.0789,10.895,3.7157,0.2429,9.4179,4.178,0.2735,14.9905,2.0357,92.3488,3.4899,25.3871,0,1,0,0
0.2528,9.4249,8.7903,0.0546,31.0944,9.254,0.2356,5.1523,2.0525,36.3113,31.5124,22.7219,0,0,1,1
0.1873,2.889,6.0785,0.1219,18.7155,5.1878,0.2805,3.1634,7.3912,109.2002,8.6876,24.7743,0,0,0,0
0.3224,5.3422,8.5648,0.1312,34.1242,3.058,0.1779,5.678,2.6476,76.5369,49.3564,11.5121,0,0,1,1
0.0532,1.2341,9.7722,0.3389,20.1775,7.5194,0.0514,11.6225,3.2602,79.323,29.4194,12.5298,0,0,1,1
0.3099,14.7633,8.9895,0.1885,16.1118,4.222,0.3261,7.9402,1.0404,69.3002,41.641,41.2205,1,1,1,0
0.1951,2.0053,0.5211,0.1112,15.7881,2.6874,0.0546,7.8768,2.174,83.8201,9.0127,16.5471,1,0,0,1
0.2898,8.9609,0.8693,0.0808,7.3562,4.9542,0.1319,9.3156,7.4408,90.7657,31.4824,14.1043,1,0,0,1
0.1189,11.4352,7.782,0.1385,30.8601,2.2516,0.1479,8.922,7.8068,111.9872,12.6813,8.1902,0,0,0,1
0.232,14.1353,1.368,0.2014,30.2007,5.5245,0.2231,7.8696,5.0389,40.6197,45.3831,31.6815,1,0,1,1
0.3315,10.2886,0.5475,0.05,19.043,3.1025,0.2736,7.3624,7.7579,83.7152,42.3448,5.9545,1,0,1,1
0.2906,5.9543,6.1201,0.2022,10.8858,5.6305,0.0564,3.6525,2.1828,85.2217,32.3787,8.477,0,0,1,1
0.2999,12.4638,7.732,0.0961,36.2571,6.3078,0.3395,7.2215,5.0291,87.3378,39.3497,42.2637,1,0,1,1
0.1261,11.3906,1.7531,0.3263,21.3228,7.3394,0.0319,11.8259,5.7732,45.1593,38.4775,17.1522,1,1,0,1
0.1103,13.4065,5.9257,0.3046,18.636,3.0005,0.1546,9.6566,6.8062,88.5557,41.8208,24.6983,0,1,1,1
0.1108,8.9869,5.6109,0.1112,7.985,8.1314,0.2531,12.2736,0.8696,35.5549,22.8512,9.051,0,0,1,1
0.2729,4.8434,8.9758,0.0719,13.3786,7.1867,0.1529,7.8845,3.8487,91.2409,38.4952,25.7661,0,0,1,0
0.2647,11.7492,5.6712,0.1854,15.8588,4.4089,0.2372,6.5851,0.6447,114.4136,22.9681,36.7499,1,1,1,0
0.251,3.6381,1.1005,0.1429,32.1148,6.024,0.07,6.6657,5.1573,41.6205,19.2067,27.915,1,0,0,1
0.2428,12.5973,6.5767,0.1911,10.8022,3.2753,0.197,2.2295,1.1065,34.1756,12.8929,32.0057,0,0,1,0
0.0982,11.4941,8.9507,0.3398,30.0018,7.8556,0.0708,11.2382,6.8161,54.9662,6.499,20.836,0,0,0,1
0.1975,2.2588,6.358,0.3038,31.4357,9.6716,0.2744,8.1388,4.1251,79.6926,15.8436,40.7036,1,0,1,0
0.2763,11.5573,1.7698,0.1119,35.1858,4.232,0.2778,5.4875,2.1893,118.618,28.0559,22.8725,1,0,1,1
0.2723,7.4885,3.0869,0.303,9.7428,3.9488,0.1011,13.029,7.7689,78.548,20.6634,41.863,1,1,0,0
0.074,4.3077,7.8957,0.0392,33.2634,8.0214,0.2829,4.4842,3.1054,54.9904,31.3741,42.7969,0,0,1,0
0.1216,2.4503,2.3392,0.1764,27.341,2.916,0.0333,3.8186,3.4826,77.486,9.4796,38.7521,1,1,0,0
0.1945,1.3189,4.3341,0.1395,19.4944,7.4282,0.1018,13.3453,6.0758,30.5593,12.0839,3.9428,1,0,0,1
0.0483,1.51,8.7657,0.162,7.1097,8.8266,0.2171,11.9809,2.588,47.8149,33.0057,34.887,0,0,1,0
0.1804,5.4213,1.4371,0.0965,13.3308,3.488,0.0758,8.2082,7.7823,66.9104,38.0505,44.0983,1,1,0,0
0.3477,5.6335,9.8378,0.3277,29.5165,1.2808,0.1834,3.3169,4.8513,35.9143,26.3319,25.6382,1,1,0,1
0.2198,4.2423,8.7922,0.118,23.603,2.855,0.1098,4.5287,1.8598,93.0663,18.5973,29.601,0,0,1,0
0.0947,12.4895,2.0287,0.2342,15.0149,0.3729,0.3251,13.981,2.7255,102.7645,34.8453,44.1318,1,1,1,0
0.0207,4.0857,1.5465,0.2825,32.9596,8.9464,0.0814,9.9883,3.9496,50.0095,48.43,20.9319,0,0,1,1
0.2952,5.5396,3.3745,0.2592,20.0416,4.6042,0.3187,5.3074,3.2211,78.8278,23.544,37.6714,1,1,1,0
0.2162,10.8541,2.3425,0.1038,13.6204,2.9571,0.0216,12.0525,3.2818,109.8664,47.6226,3.7539,0,0,1,1
0.1332,9.0193,1.2726,0.2883,5.5297,5.6613,0.2857,13.0254,4.0437,74.9336,36.5166,12.8512,1,1,1,1
0.035,8.7038,1.7674,0.13,25.0554,8.2828,0.3248,9.1325,4.6752,47.0182,27.1379,17.8055,0,0,1,1
0.3383,4.4497,3.2413,0.198,36.8672,6.7716,0.3237,10.2045,6.0354,49.7315,29.6536,7.8325,1,0,1,1
0.3224,12.3063,2.8568,0.0661,8.7775,5.9453,0.2981,6.763,4.4962,85.9655,25.6292,25.2686,1,0,1,0
0.2925,8.6151,3.6419,0.3342,20.6359,4.5488,0.236,11.461,0.6977,38.9085,27.432,17.7649,1,1,1,1
0.1458,3.9217,4.9006,0.3003,25.6848,7.9169,0.2502,11.5656,3.329,78.4847,36.0265,25.8398,1,0,1,1
0.18,7.555,1.8442,0.2659,22.0048,8.0857,0.1554,8.0563,5.6205,97.3629,38.9948,40.8051,1,0,1,0
0.1802,2.9306,2.7578,0.0911,34.7235,2.5339,0.0954,14.6464,5.8581,113.2856,2.6366,42.074,1,0,0,0
0.1698,10.3302,3.8582,0.331,34.5432,0.7027,0.2065,3.2301,2.9773,95.6183,18.3143,3.2389,0,0,1,1
0.097,13.1938,3.9535,0.2788,18.9206,2.4166,0.0699,5.0224,6.195,107.8847,25.5787,42.9101,1,1,0,0
0.0326,6.9189,9.85,0.3006,32.2799,2.8192,0.1864,4.1421,4.6308,78.7133,9.2898,4.7707,0,0,0,1
0.0831,3.2968,2.9834,0.1441,26.9961,0.7724,0.2236,3.0421,7.324,103.4535,21.1357,10.5353,0,0,1,1
0.1531,8.115,6.2101,0.0938,26.9963,0.5668,0.0422,13.5029,1.2658,100.3878,2.3082,17.0541,0,0,0,1
0.2197,4.0319,3.7165,0.1314,11.238,9.735,0.2818,2.9401,1.5664,108.3018,3.3168,36.7409,0,0,1,0
0.2502,4.8825,6.3928,0.048,18.8847,5.4662,0.189,11.8446,1.215,85.6801,9.5439,14.0775,0,0,1,1
0.3315,7.7905,1.6845,0.2551,13.9682,2.7859,0.2111,7.4766,0.8079,63.9972,11.0599,40.7414,1,1,1,0
0.2037,7.2202,2.7781,0.1219,25.3706,0.5524,0.0645,3.6631,1.3689,109.6741,27.0892,3.1086,0,0,1,1
0.0668,3.7396,3.5004,0.1685,17.324,3.8117,0.1409,5.0808,4.5135,90.1307,28.3361,34.4902,0,0,1,0
0.1373,5.3401,7.9766,0.0662,7.3768,2.0825,0.1697,4.9396,7.9596,32.54,2.8763,41.68,0,0,0,0
0.1949,7.277,1.3297,0.2594,38.083,3.2089,0.131,8.9718,4.375,86.6613,35.5488,11.0511,1,0,1,1
0.2028,4.732,7.2701,0.0387,22.115,4.8372,0.299,12.8416,7.6347,61.5695,33.6248,1.6732,0,0,1,1
0.0422,10.2269,3.0964,0.0578,15.3117,8.9917,0.2423,8.2432,6.9611,101.1231,28.7677,22.7812,0,0,1,1
0.338,2.6732,3.0691,0.3373,12.0453,0.6703,0.1539,12.6513,5.4285,47.8432,38.1637,37.7418,1,1,1,0
0.2383,13.4482,3.1964,0.0321,10.1623,8.0248,0.3292,7.4982,7.8279,35.4081,7.4327,6.8703,0,0,0,1
0.2399,14.4615,4.4585,0.2122,18.622,6.1759,0.2516,2.5864,5.5381,79.6639,36.546,23.5825,0,0,1,1
